MEMBER_ID,RATING,AUTHOR_ID,SUBJECT
did:indy:ff1d32a15230fd56,1.0,did:indy:a5b496fc0350011e,45504
did:indy:aae5700ece234867,1.0,did:indy:a5b496fc0350011e,45504
did:indy:c22752f3419b9e7d,1.0,did:indy:a5b496fc0350011e,45504
did:indy:52919be81bd2c8b3,0.8,did:indy:a5b496fc0350011e,45504
did:indy:9f18849fa774fd04,0.8,did:indy:a5b496fc0350011e,45504
did:indy:bcbe480ef6b8cd65,0.8,did:indy:a5b496fc0350011e,45504
did:indy:d1c694f062786bca,0.8,did:indy:a5b496fc0350011e,45504
did:indy:31efca3e33e4e11e,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:9d765bb82d69fa20,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:3e114e8aafb1ba3a,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:cc4995885c596ff7,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:d33556857ffce24d,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:e4ac0f69c15ce787,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:5364a893aa30076f,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:bc1ee56a3e76d4c0,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:e8dd145153707fe7,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:55d639fa479d22f3,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:49f7241bff97bea2,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:2366d785c2ee6d74,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:ca6bfa716aca76ef,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:3a99367f623d136b,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:b3d0ddb7db01c219,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:52f5986a69ee67e7,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:916206136b300a13,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:b4a7247e9fbe3831,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:14f17377d123561d,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:f183c51523cb4d6a,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:3eadce4c58873925,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:47ea11ce9800fc06,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:d85eac1e690afb01,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:38db7c2db8419184,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:219635a4689c9c3b,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:ca3846bc37ad7bef,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:5d1c25d85c9e1936,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:0fc91d0706ef8ebd,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:b092630e09e3d8fb,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:dcef7891d7dcc911,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:87465b0bb537e4ba,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:6d7b4e604099d676,1.0,did:indy:b9f867d9f5ade1cd,45504
did:indy:31efca3e33e4e11e,0.6,did:indy:5b1d392a0f20739d,45504
did:indy:b07fe89f2c6e055d,0.6,did:indy:5b1d392a0f20739d,45504
did:indy:5807da3a6906d52f,0.8,did:indy:5b1d392a0f20739d,45504
did:indy:e724ddb16455a516,0.6,did:indy:5b1d392a0f20739d,45504
did:indy:4b947bc9ccfc568d,0.8,did:indy:5b1d392a0f20739d,45504
did:indy:e4afb26cc59b9074,1.0,did:indy:32045e24beffc391,45504
did:indy:c6ec16df69c025ff,1.0,did:indy:32045e24beffc391,45504
did:indy:35f296e10795afb6,1.0,did:indy:32045e24beffc391,45504
did:indy:a89c2039c0f02d6c,1.0,did:indy:32045e24beffc391,45504
did:indy:d991e36dc603dbb0,1.0,did:indy:32045e24beffc391,45504
did:indy:f3499814094084e0,1.0,did:indy:32045e24beffc391,45504
did:indy:d33556857ffce24d,1.0,did:indy:32045e24beffc391,45504
did:indy:167e7e2925445431,1.0,did:indy:32045e24beffc391,45504
did:indy:aab2e4647e9a5694,1.0,did:indy:32045e24beffc391,45504
did:indy:d15ce73d27e28cdd,1.0,did:indy:32045e24beffc391,45504
did:indy:08fbbe906ff83340,1.0,did:indy:32045e24beffc391,45504
did:indy:ff4dc4abce520215,1.0,did:indy:32045e24beffc391,45504
did:indy:223ec2d59f38b7df,1.0,did:indy:32045e24beffc391,45504
did:indy:2287bcda4a08260c,1.0,did:indy:32045e24beffc391,45504
did:indy:df64f3cf89200eda,1.0,did:indy:32045e24beffc391,45504
did:indy:172af8aaf46a062e,1.0,did:indy:32045e24beffc391,45504
did:indy:182c136a6d753541,1.0,did:indy:32045e24beffc391,45504
did:indy:7a397aa4cd10ad9b,1.0,did:indy:32045e24beffc391,45504
did:indy:78dc6bea0b68969f,1.0,did:indy:daff02eee9bcd746,45504
did:indy:da7dfa6b1f8977dd,1.0,did:indy:daff02eee9bcd746,45504
did:indy:8db5091af426bdd3,1.0,did:indy:daff02eee9bcd746,45504
did:indy:2303ebe6c6f07bdb,1.0,did:indy:daff02eee9bcd746,45504
did:indy:fe9c69aaa1a77554,1.0,did:indy:daff02eee9bcd746,45504
did:indy:28cbcfd6d844cbe6,1.0,did:indy:daff02eee9bcd746,45504
did:indy:9edeb2900a99d3b3,1.0,did:indy:daff02eee9bcd746,45504
did:indy:7fcb82d68bf162d4,1.0,did:indy:daff02eee9bcd746,45504
did:indy:a75008bfaf5ad1f9,1.0,did:indy:daff02eee9bcd746,45504
did:indy:7d1b3482961a1340,1.0,did:indy:daff02eee9bcd746,45504
did:indy:66b6fa905b2357f4,1.0,did:indy:daff02eee9bcd746,45504
did:indy:cc84fd1ff6657009,1.0,did:indy:daff02eee9bcd746,45504
did:indy:1a9d5b625404549b,1.0,did:indy:daff02eee9bcd746,45504
did:indy:69743c1d5db7cdaf,1.0,did:indy:daff02eee9bcd746,45504
did:indy:4f159959cc93af29,1.0,did:indy:daff02eee9bcd746,45504
did:indy:ebec2d296dd552b4,1.0,did:indy:daff02eee9bcd746,45504
did:indy:342a67d23ae4df6b,1.0,did:indy:daff02eee9bcd746,45504
did:indy:30c78d0c186fc6c7,1.0,did:indy:daff02eee9bcd746,45504
did:indy:c22752f3419b9e7d,1.0,did:indy:daff02eee9bcd746,45504
did:indy:c596041159565fb8,1.0,did:indy:daff02eee9bcd746,45504
did:indy:d747c1b8f86692ff,1.0,did:indy:daff02eee9bcd746,45504
did:indy:1ba7436a0d387ca5,1.0,did:indy:daff02eee9bcd746,45504
did:indy:5ca3ddc11abf6179,1.0,did:indy:daff02eee9bcd746,45504
did:indy:75d54184865eb76f,1.0,did:indy:daff02eee9bcd746,45504
did:indy:890df398e8117344,1.0,did:indy:daff02eee9bcd746,45504
did:indy:bb8470a661cf7d41,1.0,did:indy:daff02eee9bcd746,45504
did:indy:ea453523dea9a4f0,1.0,did:indy:daff02eee9bcd746,45504
did:indy:a9b296ebc7479415,1.0,did:indy:daff02eee9bcd746,45504
did:indy:cb4a22a6f660d94b,1.0,did:indy:daff02eee9bcd746,45504
did:indy:89ed298307c0105d,1.0,did:indy:daff02eee9bcd746,45504
did:indy:47339b156b3d3742,1.0,did:indy:daff02eee9bcd746,45504
did:indy:f6804cc90ba515f3,1.0,did:indy:daff02eee9bcd746,45504
did:indy:f760553a11f26739,1.0,did:indy:daff02eee9bcd746,45504
did:indy:c0d43682e72458ba,1.0,did:indy:daff02eee9bcd746,45504
did:indy:0154c5a244dfd17e,0.8,did:indy:daff02eee9bcd746,45504
did:indy:c37db80418cf16e0,0.8,did:indy:daff02eee9bcd746,45504
did:indy:89f093ff8f07ea90,0.8,did:indy:daff02eee9bcd746,45504
did:indy:e27c0ea27f5f96b0,0.8,did:indy:daff02eee9bcd746,45504
did:indy:3fa35e0edaf12899,0.8,did:indy:daff02eee9bcd746,45504
did:indy:3d45d6a979aa5de6,0.8,did:indy:daff02eee9bcd746,45504
did:indy:a5b496fc0350011e,1.0,did:indy:d56d527895e55e34,45504
did:indy:93ebba30b93bc78a,1.0,did:indy:d56d527895e55e34,45504
did:indy:c22752f3419b9e7d,0.8,did:indy:d56d527895e55e34,45504
did:indy:205fd2a067b6b784,1.0,did:indy:23393f567b30a880,45504
did:indy:4b947bc9ccfc568d,1.0,did:indy:23393f567b30a880,45504
did:indy:c5466ecd1502f38d,1.0,did:indy:23393f567b30a880,45504
did:indy:52f5986a69ee67e7,1.0,did:indy:23393f567b30a880,45504
did:indy:3a99367f623d136b,1.0,did:indy:23393f567b30a880,45504
did:indy:3e114e8aafb1ba3a,1.0,did:indy:23393f567b30a880,45504
did:indy:5d1c25d85c9e1936,1.0,did:indy:23393f567b30a880,45504
did:indy:240c13b7c756caee,1.0,did:indy:23393f567b30a880,45504
did:indy:d096447cd6154ff6,1.0,did:indy:23393f567b30a880,45504
did:indy:8b10118866c3bd67,1.0,did:indy:23393f567b30a880,45504
did:indy:f53efdfea9ce681f,0.6,did:indy:e72002c683fe08e2,45504
did:indy:2da9102758224b74,0.6,did:indy:e72002c683fe08e2,45504
did:indy:c8b2f400f58a6c6a,0.6,did:indy:e72002c683fe08e2,45504
did:indy:8b10118866c3bd67,0.8,did:indy:e72002c683fe08e2,45504
did:indy:6dc8ae41f3a53bec,1.0,did:indy:d461cd279705463f,45504
did:indy:be76f13fa9ed5e6f,1.0,did:indy:d461cd279705463f,45504
did:indy:d2135937b59068c7,1.0,did:indy:d461cd279705463f,45504
did:indy:a57fea1f12f51c67,1.0,did:indy:d461cd279705463f,45504
did:indy:470d0d65a2461dc7,1.0,did:indy:d461cd279705463f,45504
did:indy:0373ea41504c009b,1.0,did:indy:d461cd279705463f,45504
did:indy:b2ddd04aea653411,1.0,did:indy:d461cd279705463f,45504
did:indy:d1d3d9cd36e0f84b,1.0,did:indy:d461cd279705463f,45504
did:indy:52b63334346c051b,1.0,did:indy:d461cd279705463f,45504
did:indy:a33004db3bb6cf72,1.0,did:indy:d461cd279705463f,45504
did:indy:2b6193e4cefc614a,1.0,did:indy:d461cd279705463f,45504
did:indy:09f8496d0adb2431,1.0,did:indy:d461cd279705463f,45504
did:indy:15a7aa10974a4a62,1.0,did:indy:d461cd279705463f,45504
did:indy:1a43e9dc7429000c,1.0,did:indy:d461cd279705463f,45504
did:indy:55cb51d891a8b315,1.0,did:indy:d461cd279705463f,45504
did:indy:85bd701d64c999ac,1.0,did:indy:d461cd279705463f,45504
did:indy:7319ca0596f528a1,1.0,did:indy:d461cd279705463f,45504
did:indy:c22752f3419b9e7d,1.0,did:indy:d461cd279705463f,45504
did:indy:337a681e46d7c4b8,1.0,did:indy:d461cd279705463f,45504
did:indy:274b19da10ba68a1,1.0,did:indy:d461cd279705463f,45504
did:indy:5d15cfb03c34f7d2,0.8,did:indy:d461cd279705463f,45504
did:indy:f760553a11f26739,0.8,did:indy:d461cd279705463f,45504
did:indy:af36b75b2d57d515,0.4,did:indy:d461cd279705463f,45504
did:indy:0b655011ee641039,1.0,did:indy:d461cd279705463f,45504
did:indy:f1c2d282f7e185a8,1.0,did:indy:d461cd279705463f,45504
did:indy:3db8b53c8ea8bd1a,1.0,did:indy:c0331278bd6ad446,45504
did:indy:8831c0b5d3d8f23f,1.0,did:indy:c0331278bd6ad446,45504
did:indy:a2fd8b10afff198b,1.0,did:indy:c0331278bd6ad446,45504
did:indy:be1a1e4399772150,1.0,did:indy:c0331278bd6ad446,45504
did:indy:182c136a6d753541,0.8,did:indy:c0331278bd6ad446,45504
did:indy:33f8a70b812db08e,0.8,did:indy:c0331278bd6ad446,45504
did:indy:1a2a8dca3564456f,0.8,did:indy:c0331278bd6ad446,45504
did:indy:967f9c1004417494,0.8,did:indy:c0331278bd6ad446,45504
did:indy:e46effccdbd78378,0.8,did:indy:c0331278bd6ad446,45504
did:indy:709aab814eabf216,0.8,did:indy:c0331278bd6ad446,45504
did:indy:b994b2cd45305232,0.8,did:indy:c0331278bd6ad446,45504
did:indy:abee81930242f6e4,0.8,did:indy:c0331278bd6ad446,45504
did:indy:c22752f3419b9e7d,0.8,did:indy:c0331278bd6ad446,45504
did:indy:5807da3a6906d52f,0.8,did:indy:e82942db7b9a91ae,45504
did:indy:978acd54a8de23b1,0.8,did:indy:e82942db7b9a91ae,45504
did:indy:b4e80fe6cf96af69,0.6,did:indy:e82942db7b9a91ae,45504
did:indy:2f9179333ee695ba,0.4,did:indy:e82942db7b9a91ae,45504
did:indy:8b10118866c3bd67,0.6,did:indy:e82942db7b9a91ae,45504
did:indy:63baacfc5179a7c6,1.0,did:indy:50b3adf7c3e9c3f7,45504
did:indy:48d0b517345a1386,0.8,did:indy:50b3adf7c3e9c3f7,45504
did:indy:7649e16e01ca0264,0.8,did:indy:50b3adf7c3e9c3f7,45504
did:indy:182c136a6d753541,0.8,did:indy:50b3adf7c3e9c3f7,45504
did:indy:8dbe7288ab373196,0.8,did:indy:50b3adf7c3e9c3f7,45504
did:indy:242a01a06261db4e,0.8,did:indy:50b3adf7c3e9c3f7,45504
did:indy:2d4c7747c8b3f44e,0.8,did:indy:50b3adf7c3e9c3f7,45504
did:indy:ae0f37ad3cf5140c,0.6,did:indy:50b3adf7c3e9c3f7,45504
did:indy:5a0f79df989e6de1,0.6,did:indy:50b3adf7c3e9c3f7,45504
did:indy:bc1ee56a3e76d4c0,1.0,did:indy:0b655011ee641039,45504
did:indy:3db8b53c8ea8bd1a,1.0,did:indy:0b655011ee641039,45504
did:indy:fdd3bce80641f529,1.0,did:indy:0b655011ee641039,45504
did:indy:5a9ee0fa69918d30,1.0,did:indy:0b655011ee641039,45504
did:indy:022ec182f493b9aa,1.0,did:indy:0b655011ee641039,45504
did:indy:628fc2c176bbd4d1,1.0,did:indy:0b655011ee641039,45504
did:indy:73d3eee0856c4b52,1.0,did:indy:0b655011ee641039,45504
did:indy:e08b1dba6222a8c3,1.0,did:indy:0b655011ee641039,45504
did:indy:85d041a01b0d7980,0.4,did:indy:0b655011ee641039,45504
did:indy:f1c2d282f7e185a8,1.0,did:indy:0b655011ee641039,45504
did:indy:69c0bf6d1e0fc2d7,1.0,did:indy:0b655011ee641039,45504
did:indy:47ea11ce9800fc06,1.0,did:indy:0b655011ee641039,45504
did:indy:2d9e748bcbdb1e5e,1.0,did:indy:0b655011ee641039,45504
did:indy:59c86d69b02c6c6c,1.0,did:indy:0b655011ee641039,45504
did:indy:d4bb8692a080edc3,1.0,did:indy:0b655011ee641039,45504
did:indy:156d57c6470af6a0,1.0,did:indy:0b655011ee641039,45504
did:indy:167e7e2925445431,1.0,did:indy:0b655011ee641039,45504
did:indy:1fa4814e0421a60d,1.0,did:indy:0b655011ee641039,45504
did:indy:7dd6d4328822990d,1.0,did:indy:0b655011ee641039,45504
did:indy:968a1c27d2f62184,1.0,did:indy:0b655011ee641039,45504
did:indy:24c3d86e30193332,1.0,did:indy:0b655011ee641039,45504
did:indy:fbe933305d098b30,1.0,did:indy:0b655011ee641039,45504
did:indy:f4e494b11e1765a6,1.0,did:indy:0b655011ee641039,45504
did:indy:4fb6187603f2302a,1.0,did:indy:0b655011ee641039,45504
did:indy:4a6145df508ed0a2,1.0,did:indy:0b655011ee641039,45504
did:indy:1ed317cd26287601,1.0,did:indy:0b655011ee641039,45504
did:indy:182c136a6d753541,1.0,did:indy:0b655011ee641039,45504
did:indy:3fcdeee287c5c787,1.0,did:indy:0b655011ee641039,45504
did:indy:06c02a38c5280a63,1.0,did:indy:0b655011ee641039,45504
did:indy:45bb548cf4bb6bee,1.0,did:indy:0b655011ee641039,45504
did:indy:f077746785609e5d,1.0,did:indy:0b655011ee641039,45504
did:indy:29a26b062e5c36ad,1.0,did:indy:0b655011ee641039,45504
did:indy:b43b95021c761357,1.0,did:indy:0b655011ee641039,45504
did:indy:f183c51523cb4d6a,1.0,did:indy:0b655011ee641039,45504
did:indy:2398c708d401d78c,1.0,did:indy:0b655011ee641039,45504
did:indy:1ad444857061c027,1.0,did:indy:0b655011ee641039,45504
did:indy:6395f8b03949b56a,1.0,did:indy:0b655011ee641039,45504
did:indy:242a01a06261db4e,1.0,did:indy:0b655011ee641039,45504
did:indy:1532ff278fcfedf8,1.0,did:indy:0b655011ee641039,45504
did:indy:857794f07350a691,1.0,did:indy:0b655011ee641039,45504
did:indy:4da0882d7f932102,1.0,did:indy:0b655011ee641039,45504
did:indy:5c066b396083cecf,1.0,did:indy:0b655011ee641039,45504
did:indy:71f52af1bd2dcc13,1.0,did:indy:0b655011ee641039,45504
did:indy:2d18d77040ec4775,1.0,did:indy:0b655011ee641039,45504
did:indy:ab45b73570435872,1.0,did:indy:0b655011ee641039,45504
did:indy:d5a4e9794b99cb69,1.0,did:indy:0b655011ee641039,45504
did:indy:0107a26937094567,1.0,did:indy:0b655011ee641039,45504
did:indy:1fb1de1d65d05548,1.0,did:indy:0b655011ee641039,45504
did:indy:3eadce4c58873925,1.0,did:indy:0b655011ee641039,45504
did:indy:bfbc61f171c4664d,1.0,did:indy:0b655011ee641039,45504
did:indy:e9e08ade4fb585f0,1.0,did:indy:0b655011ee641039,45504
did:indy:8c326a3c0673d474,1.0,did:indy:0b655011ee641039,45504
did:indy:26ed02724aa0c521,1.0,did:indy:0b655011ee641039,45504
did:indy:240c13b7c756caee,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:c638ac551c5bc0b3,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:5e04ad96ef3e55f1,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:5cbfd991e3c3f370,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:4a111b8497919a88,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:1c208b8e16f9dff0,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:019f0016fdc2dbf0,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:eab690cada55fb2e,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:88259071c30d1490,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:4fb6187603f2302a,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:f61931b06d287e50,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:3fc6c23180344aa2,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:9fe71b6dcf44732d,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:b5cf9b1d84634622,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:9d765bb82d69fa20,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:f45be8994e34e6ce,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:fbe933305d098b30,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:5364a893aa30076f,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:e9f71c1c7bc91f7a,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:56c2357008cf6e16,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:62dede087e5cd976,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:7eed7389a15494b8,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:3a99367f623d136b,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:cdf143423616de65,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:937bbad250e43e27,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:b9979b9eaf16571e,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:646a36142fd33eab,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:f45b23f96fb19158,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:f47afd647198775e,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:10d866b027f7569f,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:3fa35e0edaf12899,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:75d54184865eb76f,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:3fb451f17e00443a,1.0,did:indy:50bc909a9737bdf8,45504
did:indy:4105797a4459fbc0,1.0,did:indy:50bc909a9737bdf8,45504
